"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","upec-98_11162019","upec-99_11172019"
"group_884","","hypothetical protein","1","1","1","82","84","666","15","","1475","1475","1475","upec-98_00381",""
"yahF_1","","putative acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain protein","1","1","1","82","85","666","14","","1559","1559","1559","upec-98_00382",""
"yahE_1","","putative protein","1","1","1","82","86","666","13","","860","860","860","upec-98_00383",""
"rutB_1","","peroxyureidoacrylate / ureidoacrylate amido hydrolase","1","1","1","82","87","666","12","","668","668","668","upec-98_00384",""
"group_888","","hypothetical protein","1","1","1","82","88","666","11","","95","95","95","upec-98_00385",""
"group_889","","hypothetical protein","1","1","1","82","5","583","1","","1490","1490","1490","upec-98_00388",""
"group_890","","hypothetical protein","1","1","1","82","4","583","2","","506","506","506","upec-98_00389",""
"group_891","","hypothetical protein","1","1","1","82","3","583","3","","974","974","974","upec-98_00390",""
"dgoA_1","","2-oxo-3-deoxygalactonate 6-phosphate aldolase","1","1","1","82","2","583","4","","629","629","629","upec-98_00391",""
"dgoK_1","","2-dehydro-3-deoxygalactonate kinase","1","1","1","82","1","583","5","","1004","1004","1004","upec-98_00392",""
"yagI","","CP4-6 prophage; predicted DNA-binding transcriptional regulator","1","1","1","82","91","583","6","","767","767","767","upec-98_00393",""
"yafE","","putative S-adenosylmethionine-dependent methyltransferase","1","1","1","79","5","131","1","","770","770","770","upec-98_00417",""
"group_896","yafT","putative aminopeptidase","1","1","1","79","27","669","1","","785","785","785","upec-98_00424",""
"group_897","","hypothetical protein","1","1","1","79","26","669","2","","479","479","479","upec-98_00425",""
"group_898","","hypothetical protein","1","1","1","79","25","669","3","","1358","1358","1358","upec-98_00426",""
"group_899","","hypothetical protein","1","1","1","79","24","669","4","","3527","3527","3527","upec-98_00427",""
"group_9","ysgA_2","putative hydrolase","1","1","1","91","491","416","2","","410","410","410","","upec-99_04204"
"hcaT_1","","HcaT MFS transporter","1","1","1","90","591","611","7","","455","455","455","","upec-99_02015"
"group_900","","hypothetical protein","1","1","1","79","23","669","5","","1442","1442","1442","upec-98_00428",""
"group_901","","hypothetical protein","1","1","1","79","22","669","6","","743","743","743","upec-98_00429",""
"clpB_1","","ClpB chaperone","1","1","1","79","21","669","7","","2759","2759","2759","upec-98_00430",""
"group_903","","hypothetical protein","1","1","1","79","20","669","8","","764","764","764","upec-98_00431",""
"group_904","","hypothetical protein","1","1","1","79","19","669","18","","1346","1346","1346","upec-98_00432",""
"group_905","","hypothetical protein","1","1","1","79","18","669","17","","524","524","524","upec-98_00433",""
"group_906","","hypothetical protein","1","1","1","79","17","669","16","","1280","1280","1280","upec-98_00434",""
"group_907","","hypothetical protein","1","1","1","79","16","669","15","","1049","1049","1049","upec-98_00435",""
"group_908","","hypothetical protein","1","1","1","79","15","669","14","","1841","1841","1841","upec-98_00436",""
"group_909","","hypothetical protein","1","1","1","79","14","669","13","","425","425","425","upec-98_00437",""
"group_910","","hypothetical protein","1","1","1","79","13","669","12","","1484","1484","1484","upec-98_00438",""
"group_911","","hypothetical protein","1","1","1","79","12","669","11","","503","503","503","upec-98_00439",""
"group_912","","hypothetical protein","1","1","1","79","11","669","10","","518","518","518","upec-98_00440",""
"group_913","","hypothetical protein","1","1","1","79","10","669","9","","119","119","119","upec-98_00441",""
"fliC","","flagellar biosynthesis; flagellin, filament structural protein","1","1","1","88","363","247","1","","1757","1757","1757","upec-98_00460",""
"group_915","tap","methyl accepting chemotaxis protein - dipeptide sensing","1","1","1","88","397","298","1","","119","119","119","upec-98_00495",""
"group_916","","hypothetical protein","1","1","1","88","298","254","1","","503","503","503","upec-98_00587",""
"chbG","","chito-oligosaccharide mono-deacetylase","1","1","1","88","8","327","1","","758","758","758","upec-98_00640",""
"group_918","","hypothetical protein","1","1","1","88","231","52","1","","434","434","434","upec-98_00652",""
"group_919","mliC","inhibitor of c-type lysozyme, predicted lipoprotein","1","1","1","88","13","143","1","","323","323","323","upec-98_00733",""
"purL_2","","phosphoribosylformylglycinamide synthetase","1","1","1","90","572","295","1","","2156","2156","2156","upec-98_03703",""
"rsxC","","member of SoxR-reducing complex","1","1","1","88","140","91","1","","2222","2222","2222","upec-98_00743",""
"group_921","clcB","chloride ion transporter ClcB","1","1","1","88","101","60","1","","1181","1181","1181","upec-98_00780",""
"yidP","","putative DNA-binding transcriptional regulator","1","1","1","88","76","629","3","","698","698","698","upec-98_00803",""
"chbB_2","","chitobiose / cellobiose PTS permease - ChbB subunit","1","1","1","88","75","629","4","","311","311","311","upec-98_00804",""
"chbC_2","","chitobiose / cellobiose PTS permease - ChbC subunit","1","1","1","88","74","629","5","","1322","1322","1322","upec-98_00805",""
"chbA_2","","chitobiose / cellobiose PTS permease - ChbA subunit","1","1","1","88","73","629","6","","311","311","311","upec-98_00806",""
"bglH_1","","carbohydrate-specific outer membrane porin, cryptic","1","1","1","88","72","629","7","","647","647","647","upec-98_00807",""
"group_927","bglH_2","carbohydrate-specific outer membrane porin, cryptic","1","1","1","88","67","629","8","","998","998","998","upec-98_00808",""
"bglA_1","","6-phospho-beta-glucosidase A","1","1","1","88","68","629","2","","1439","1439","1439","upec-98_00809",""
"marB","","multiple antibiotic resistance protein","1","1","1","88","69","629","1","","218","218","218","upec-98_00810",""
"prpR_1","","PrpR DNA-binding transcriptional dual regulator","1","1","1","87","159","242","1","","1229","1229","1229","upec-98_03833",""
"group_930","","hypothetical protein","1","1","1","88","20","33","1","","146","146","146","upec-98_00820",""
"hipB_1","","HipB-HipA antitoxin/toxin complex and DNA-binding transcriptional repressor","1","1","1","88","54","209","1","","266","266","266","upec-98_00824",""
"group_932","","hypothetical protein","1","1","1","88","44","579","1","","200","200","200","upec-98_00826",""
"group_933","","hypothetical protein","1","1","1","88","43","579","6","","257","257","257","upec-98_00827",""
"group_934","","hypothetical protein","1","1","1","88","42","579","5","","782","782","782","upec-98_00828",""
"group_935","","hypothetical protein","1","1","1","88","41","579","4","","122","122","122","upec-98_00829",""
"fimA_1","","major type 1 subunit fimbrin (pilin)","1","1","1","88","40","579","3","","563","563","563","upec-98_00830",""
"fimC_1","","periplasmic chaperone, required for type 1 fimbriae","1","1","1","88","39","579","2","","710","710","710","upec-98_00831",""
"group_938","","hypothetical protein","1","1","1","88","25","432","2","","179","179","179","upec-98_00844",""
"group_939","","hypothetical protein","1","1","1","78","25","459","1","","128","128","128","upec-98_00869",""
"glnL_2","","NtrB","1","1","1","78","24","459","2","","1376","1376","1376","upec-98_00870",""
"group_941","yhfX","putative amino acid racemase","1","1","1","86","148","272","1","","1163","1163","1163","upec-98_00911",""
"group_942","hofO","protein involved in utilization of DNA as a carbon source","1","1","1","86","104","11","1","","440","440","440","upec-98_00923",""
"hslR_1","","heat shock protein Hsp15 involved in ribosome recycling","1","1","1","86","167","90","1","","104","104","104","upec-98_00930",""
"group_944","yhgA","putative transposase","1","1","1","86","103","335","1","","893","893","893","upec-98_00942",""
"group_945","","hypothetical protein","1","1","1","86","180","335","2","","98","98","98","upec-98_00943",""
"glpD","","glycerol-3-phosphate dehydrogenase, aerobic","1","1","1","86","102","648","6","","1505","1505","1505","upec-98_00957",""
"group_947","","hypothetical protein","1","1","1","86","101","648","7","","605","605","605","upec-98_00958",""
"group_948","","hypothetical protein","1","1","1","86","195","648","8","","767","767","767","upec-98_00959",""
"group_949","","hypothetical protein","1","1","1","86","196","648","9","","710","710","710","upec-98_00960",""
"sfmH","","putative fimbrial-like adhesin protein","1","1","1","86","197","648","10","","1121","1121","1121","upec-98_00961",""
"ycbF","","putative periplasmic pilin chaperone","1","1","1","86","198","648","11","","779","779","779","upec-98_00962",""
"group_952","ycbV","putative fimbrial-like adhesin protein","1","1","1","86","199","648","5","","572","572","572","upec-98_00963",""
"fimI_1","","fimbrial protein","1","1","1","86","200","648","4","","563","563","563","upec-98_00964",""
"elfC","","putative outer membrane usher protein","1","1","1","86","201","648","3","","2594","2594","2594","upec-98_00965",""
"fimC_2","","periplasmic chaperone, required for type 1 fimbriae","1","1","1","86","202","648","2","","752","752","752","upec-98_00966",""
"fimI_2","","fimbrial protein","1","1","1","86","203","648","1","","704","704","704","upec-98_00967",""
"group_957","yhhY","putative acetyltransferase","1","1","1","86","216","419","2","","488","488","488","upec-98_00980",""
"group_958","","hypothetical protein","1","1","1","86","217","419","1","","800","800","800","upec-98_00981",""
"manX_2","","mannose PTS permease","1","1","1","86","3","598","1","","401","401","401","upec-98_00998",""
"htpG_2","","HtpG monomer","1","1","1","87","68","126","1","","626","626","626","","upec-99_01394"
"manX_3","","mannose PTS permease","1","1","1","86","2","598","2","","485","485","485","upec-98_00999",""
"agaC_1","","galactosamine PTS permease - cryptic","1","1","1","86","1","598","3","","746","746","746","upec-98_01000",""
"manZ_2","","mannose PTS permease - ManZ subunit","1","1","1","86","4","598","4","","854","854","854","upec-98_01001",""
"ldhA_1","","D-lactate dehydrogenase - fermentative","1","1","1","86","5","598","5","","920","920","920","upec-98_01002",""
"dapA_1","","4-hydroxy-tetrahydrodipicolinate synthase","1","1","1","86","6","598","6","","884","884","884","upec-98_01003",""
"group_965","","hypothetical protein","1","1","1","86","66","622","4","","95","95","95","upec-98_01025",""
"mngR","","MngR DNA-binding transcriptional repressor","1","1","1","86","65","622","5","","746","746","746","upec-98_01026",""
"gatA_1","","galactitol PTS permease - GatA subunit","1","1","1","86","64","622","6","","473","473","473","upec-98_01027",""
"gatB_1","","galactitol PTS permease - GatB subunit","1","1","1","86","63","622","7","","281","281","281","upec-98_01028",""
"gatC_1","","galactitol PTS permease - GatC subunit","1","1","1","86","62","622","8","","1358","1358","1358","upec-98_01029",""
"fucK_1","","L-fuculokinase","1","1","1","86","61","622","3","","1508","1508","1508","upec-98_01030",""
"npr_1","","phosphocarrier protein HPr-like NPr, nitrogen related, exchanges phosphate with Enzyme I, Hpr","1","1","1","86","60","622","2","","269","269","269","upec-98_01031",""
"kbaY_1","","tagatose-1,6-bisphosphate aldolase 1","1","1","1","86","59","622","1","","851","851","851","upec-98_01032",""
"yhiM","","inner membrane protein with a role in acid resistance","1","1","1","86","7","192","1","","1064","1064","1064","upec-98_01036",""
"group_974","","hypothetical protein","1","1","1","86","39","93","1","","173","173","173","upec-98_01046",""
"yhiS_1","","hypothetical protein","1","1","1","86","8","166","1","","173","173","173","upec-98_01048",""
"hemS","","Hemin transport protein HemS","1","1","1","86","35","628","2","","1028","1028","1028","upec-98_01051",""
"cirA_1","","outer membrane receptor involved in uptake of ferric dihyroxybenzoylserine","1","1","1","86","34","628","3","","1982","1982","1982","upec-98_01052",""
"btuF_1","","vitamin B12 ABC transporter - periplasmic binding protein","1","1","1","86","33","628","4","","914","914","914","upec-98_01053",""
"hemN_2","","coproporphyrinogen III dehydrogenase","1","1","1","86","32","628","5","","1337","1337","1337","upec-98_01054",""
"alsC_2","","D-allose ABC transporter - membrane subunit","1","1","1","91","107","197","1","","245","245","245","upec-98_04149",""
"group_980","","hypothetical protein","1","1","1","86","31","628","6","","494","494","494","upec-98_01055",""
"group_981","","hypothetical protein","1","1","1","86","30","628","7","","623","623","623","upec-98_01056",""
"group_982","fecD_1","ferric dicitrate ABC transporter - membrane subunit","1","1","1","86","9","628","8","","956","956","956","upec-98_01057",""
"group_983","fhuC_1","iron (III) hydroxamate ABC transporter - ATP binding subunit","1","1","1","86","10","628","1","","770","770","770","upec-98_01058",""
