"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","A_11102019","K_11082019"
"panD_1","","Aspartate 1-decarboxylase","1","1","1","29","1","332","2","Investigate","380","380","380","A_00609",""
"panD_2","","Aspartate 1-decarboxylase","1","1","1","132","3","404","1","","380","380","380","A_01672",""
"yjeM_2","","Inner membrane transporter YjeM","1","1","1","134","227","231","1","","221","221","221","A_00093",""
"group_3124","","hypothetical protein","1","1","1","97","7","628","11","","506","506","506","A_00587",""
"group_3125","","hypothetical protein","1","1","1","66","3","494","1","","506","506","506","A_01599",""
"group_32","","hypothetical protein","1","1","1","25","1","368","1","Investigate","1139","1139","1139","A_00143",""
"group_3274","","hypothetical protein","1","1","1","39","2","343","2","Investigate","536","536","536","","K_00347"
"group_3275","","hypothetical protein","1","1","1","109","1","226","1","","536","536","536","","K_03313"
"group_33","","hypothetical protein","1","1","1","34","1","300","1","Investigate","713","713","713","A_02213",""
"group_3320","","Insertion element uncharacterized 12.0 kDa protein","1","1","1","3","1","414","1","Investigate","275","275","275","A_01048",""
"group_3321","","Insertion element uncharacterized 12.0 kDa protein","1","1","1","82","1","574","7","","275","275","275","A_01327",""
"ldrD_2","","Small toxic polypeptide LdrD","1","1","1","134","358","","","","107","107","107","","K_03169"
"ldrD_3","","Small toxic polypeptide LdrD","1","1","1","109","3","585","1","","107","107","107","","K_03342"
"group_3396","","hypothetical protein","1","1","1","120","28","491","4","","992","992","992","A_01042",""
"group_3397","","hypothetical protein","1","1","1","48","1","389","1","Investigate","992","992","992","A_01784",""
"group_34","","hypothetical protein","1","1","1","134","667","469","1","","818","818","818","","K_02901"
"ldrD_1","","Small toxic polypeptide LdrD","1","1","1","125","4","","","","107","107","107","","K_00722"
"ldrD_4","","Small toxic polypeptide LdrD","1","1","1","125","5","187","1","","107","107","107","","K_04291"
"group_3409","","hypothetical protein","1","1","1","10","1","276","1","Investigate","1328","1328","1328","A_02390",""
"group_3410","","hypothetical protein","1","1","1","61","1","467","3","","1328","1328","1328","A_04585",""
"group_3470","","hypothetical protein","1","1","1","38","1","280","1","Investigate","107","107","107","A_00397",""
"group_3471","","hypothetical protein","1","1","1","1","1","325","1","Investigate","107","107","107","A_00398",""
"group_35","yhjE_1","Inner membrane metabolite transport protein YhjE","1","1","1","122","9","28","1","","824","824","824","A_00144",""
"group_3517","","hypothetical protein","1","1","1","107","1","339","1","","152","152","152","","K_01773"
"group_3518","","hypothetical protein","1","1","1","135","8","355","2","","152","152","152","","K_04586"
"group_3519","","hypothetical protein","1","1","1","86","3","593","5","","479","479","479","A_00551",""
"group_3520","","hypothetical protein","1","1","1","134","668","","","","479","479","479","A_03067",""
"group_3669","","hypothetical protein","1","1","1","100","18","629","12","","233","233","233","","K_01370"
"group_3670","","hypothetical protein","1","1","1","102","1","634","1","","233","233","233","","K_02795"
"group_3699","","hypothetical protein","1","1","1","135","185","1","1","","1046","1046","1046","A_01172",""
"group_3700","","hypothetical protein","1","1","1","134","500","148","1","","1046","1046","1046","A_03984",""
"group_3785","","hypothetical protein","1","1","1","108","2","","","","923","923","923","A_00613",""
"group_3786","","hypothetical protein","1","1","1","116","4","","","","923","923","923","A_01047",""
"group_3787","","hypothetical protein","1","1","1","116","10","367","2","","923","923","923","A_02636",""
"group_38","","hypothetical protein","1","1","1","131","41","437","1","","224","224","224","A_00885",""
"group_3803","","hypothetical protein","1","1","1","114","26","128","1","","1601","1601","1601","","K_02879"
"group_3805","","hypothetical protein","1","1","1","95","1","515","4","","1601","1601","1601","","K_04364"
"group_3816","","hypothetical protein","1","1","1","93","1","611","1","","191","191","191","","K_02760"
"group_3817","","hypothetical protein","1","1","1","115","1","464","1","","191","191","191","","K_02775"
"group_3818","","hypothetical protein","1","1","1","84","4","575","3","","191","191","191","","K_03347"
"group_3831","","hypothetical protein","1","1","1","68","1","486","1","","299","299","299","A_00231",""
"group_3832","","hypothetical protein","1","1","1","60","1","419","3","","299","299","299","A_00235",""
"group_3833","","hypothetical protein","1","1","1","135","121","572","4","","299","299","299","A_00238",""
"group_3834","","hypothetical protein","1","1","1","125","19","502","3","","299","299","299","A_00282",""
"group_3876","","hypothetical protein","1","1","1","117","3","398","1","","602","602","602","","K_01791"
"group_3877","","hypothetical protein","1","1","1","117","14","295","1","","602","602","602","","K_03021"
"group_3878","","hypothetical protein","1","1","1","134","350","297","1","","602","602","602","","K_03031"
"group_3879","","hypothetical protein","1","1","1","134","438","306","2","","602","602","602","","K_03082"
"group_3880","","hypothetical protein","1","1","1","134","356","269","1","","602","602","602","","K_03146"
"group_3881","","hypothetical protein","1","1","1","127","18","279","1","","602","602","602","","K_03148"
"group_3882","","hypothetical protein","1","1","1","134","365","370","2","","602","602","602","","K_03162"
"group_3883","","hypothetical protein","1","1","1","135","105","283","2","","602","602","602","","K_03171"
"group_3884","","hypothetical protein","1","1","1","135","502","293","2","","602","602","602","","K_04997"
"group_3923","","hypothetical protein","1","1","1","106","20","538","3","","221","221","221","","K_01805"
"group_3924","","hypothetical protein","1","1","1","81","3","564","5","","221","221","221","","K_02835"
"group_3925","","hypothetical protein","1","1","1","104","19","517","3","","221","221","221","","K_05022"
"group_3981","","hypothetical protein","1","1","1","114","29","474","2","","1925","1925","1925","","K_02888"
"group_3982","","hypothetical protein","1","1","1","95","3","515","2","","1925","1925","1925","","K_04366"
"group_4","","hypothetical protein","1","1","1","27","2","394","1","Investigate","470","470","470","A_00217",""
"caiT_1","","L-carnitine/gamma-butyrobetaine antiporter","1","1","1","131","69","209","1","","314","314","314","","K_00088"
"group_4041","","hypothetical protein","1","1","1","106","22","538","5","","926","926","926","","K_01803"
"group_4042","","hypothetical protein","1","1","1","81","5","564","3","","926","926","926","","K_02833"
"group_4043","","hypothetical protein","1","1","1","104","17","517","1","","926","926","926","","K_05020"
"group_4084","","hypothetical protein","1","1","1","93","2","611","2","","182","182","182","","K_02759"
"group_4085","","hypothetical protein","1","1","1","115","2","464","3","","182","182","182","","K_02774"
"group_4086","","hypothetical protein","1","1","1","84","5","575","7","","182","182","182","","K_03346"
"group_41","","hypothetical protein","1","1","1","97","14","628","18","","989","989","989","A_00580",""
"group_4100","","hypothetical protein","1","1","1","120","22","391","2","","275","275","275","A_00215",""
"group_4101","","hypothetical protein","1","1","1","135","757","403","2","","275","275","275","A_01881",""
"group_4102","","hypothetical protein","1","1","1","75","2","541","6","","275","275","275","A_01894",""
"group_4103","","hypothetical protein","1","1","1","110","48","606","2","","275","275","275","A_01900",""
"group_4104","","hypothetical protein","1","1","1","134","903","402","2","","275","275","275","A_01913",""
"group_4105","","hypothetical protein","1","1","1","125","113","479","3","","275","275","275","A_04072",""
"group_4106","","hypothetical protein","1","1","1","105","25","435","3","","275","275","275","","K_04381"
"group_4107","","hypothetical protein","1","1","1","130","151","98","1","","131","131","131","A_01204",""
"group_4108","","hypothetical protein","1","1","1","107","14","535","5","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","131","131","131","A_01223",""
"group_4109","","hypothetical protein","1","1","1","101","10","13","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","131","131","131","A_01241",""
"group_4110","","hypothetical protein","1","1","1","115","19","197","1","","131","131","131","A_01252",""
"group_4111","","hypothetical protein","1","1","1","105","2","","","","131","131","131","A_01295",""
"group_4112","","hypothetical protein","1","1","1","135","2","333","2","","131","131","131","A_03102",""
"group_4121","","hypothetical protein","1","1","1","114","23","27","1","","545","545","545","","K_02882"
"group_4122","","hypothetical protein","1","1","1","114","28","474","1","","545","545","545","","K_02889"
"group_4123","","hypothetical protein","1","1","1","95","4","515","1","","545","545","545","","K_04367"
"group_4187","","hypothetical protein","1","1","1","125","3","206","1","","458","458","458","","K_00700"
"group_4188","","hypothetical protein","1","1","1","134","497","251","1","","458","458","458","","K_00723"
"group_4189","","hypothetical protein","1","1","1","127","93","","","","458","458","458","","K_01031"
"group_4190","","hypothetical protein","1","1","1","134","496","","","","458","458","458","","K_01423"
"group_4191","","hypothetical protein","1","1","1","127","2","","","","458","458","458","","K_01540"
"group_4192","","hypothetical protein","1","1","1","123","67","487","1","","458","458","458","","K_01693"
"group_4193","","hypothetical protein","1","1","1","123","24","","","","458","458","458","","K_01711"
"group_4194","","hypothetical protein","1","1","1","107","28","","","","458","458","458","","K_01780"
"group_4195","","hypothetical protein","1","1","1","135","132","","","","458","458","458","","K_02045"
"group_4196","","hypothetical protein","1","1","1","125","107","","","","458","458","458","","K_02068"
"group_4197","","hypothetical protein","1","1","1","135","131","","","","458","458","458","","K_03312"
"group_4198","","hypothetical protein","1","1","1","107","25","","","","458","458","458","","K_03365"
"group_42","","hypothetical protein","1","1","1","66","2","494","3","","389","389","389","A_01597",""
"group_4211","","hypothetical protein","1","1","1","135","122","572","5","","866","866","866","A_00239",""
"group_4212","","hypothetical protein","1","1","1","125","20","502","4","","866","866","866","A_00283",""
"group_4225","","hypothetical protein","1","1","1","115","43","362","2","","371","371","371","","K_02854"
"group_4226","","hypothetical protein","1","1","1","113","41","","","","371","371","371","","K_04046"
"group_4227","","hypothetical protein","1","1","1","133","290","625","4","","371","371","371","","K_04058"
"group_4253","","hypothetical protein","1","1","1","106","19","538","2","","434","434","434","","K_01806"
"group_4254","","hypothetical protein","1","1","1","81","2","564","6","","434","434","434","","K_02836"
"group_4255","","hypothetical protein","1","1","1","104","20","517","4","","434","434","434","","K_05023"
"group_4261","","hypothetical protein","1","1","1","80","4","565","4","","701","701","701","","K_02777"
"group_4262","","hypothetical protein","1","1","1","90","2","603","6","","701","701","701","","K_02784"
"group_4268","","hypothetical protein","1","1","1","77","5","546","3","","1070","1070","1070","A_00827",""
"group_4269","","hypothetical protein","1","1","1","64","3","496","2","","1070","1070","1070","A_00833",""
